timestamp,latitude,longitude,speed_kmh
1733123136,36.9799083,-1.4369016,53.0
1733123166,36.9799083,-1.4369016,53.0
1733123196,36.9799083,-1.4369016,53.0
1733123226,36.9799083,-1.4369016,53.0
1733123256,36.9799083,-1.4369016,53.0
1733123286,36.9799083,-1.4369016,53.0
1733123316,36.9799083,-1.4369016,53.0
1733123346,36.9799083,-1.4369016,53.0
1733123376,36.9799083,-1.4369016,53.0
1733123406,36.9799083,-1.4369016,53.0
1733123436,36.9799083,-1.4369016,53.0
1733123466,36.9799083,-1.4369016,53.0
1733123496,36.9799083,-1.4369016,53.0
1733123526,36.9799083,-1.4369016,53.0
1733123556,36.9799083,-1.4369016,53.0
1733123586,36.9799083,-1.4369016,53.0
1733123616,36.9799083,-1.4369016,53.0
1733123646,36.9799083,-1.4369016,53.0
1733123676,36.9799083,-1.4369016,53.0
1733123706,36.9799083,-1.4369016,53.0
1733123736,36.9799083,-1.4369016,53.0
1733123766,36.9799083,-1.4369016,53.0
1733123796,36.9799083,-1.4369016,53.0
1733123826,36.9799083,-1.4369016,53.0
1733123856,36.9799083,-1.4369016,53.0
1733123886,36.9799083,-1.4369016,53.0
1733123916,36.9799083,-1.4369016,53.0
1733123946,36.9799083,-1.4369016,53.0
1733123976,36.9799083,-1.4369016,53.0
1733124006,36.9799083,-1.4369016,53.0
1733124036,36.9799083,-1.4369016,53.0
1733124066,36.9799083,-1.4369016,53.0
1733124096,36.9799083,-1.4369016,53.0
1733124126,36.9799083,-1.4369016,53.0
1733124156,36.9799083,-1.4369016,53.0
1733124186,36.9799083,-1.4369016,53.0
1733124216,36.9799083,-1.4369016,53.0
1733124246,36.9799083,-1.4369016,53.0
1733124276,36.9799083,-1.4369016,53.0
1733124306,36.9799083,-1.4369016,53.0
1733124336,36.9799083,-1.4369016,53.0
1733124366,36.9799083,-1.4369016,53.0
1733124396,36.9799083,-1.4369016,53.0
1733124426,36.9799083,-1.4369016,53.0
1733124456,36.9799083,-1.4369016,53.0
1733124486,36.9799083,-1.4369016,53.0
1733124516,36.9799083,-1.4369016,53.0
1733124546,36.9799083,-1.4369016,53.0
1733124576,36.9799083,-1.4369016,53.0
1733124606,36.9799083,-1.4369016,53.0
1733124636,36.9799083,-1.4369016,53.0
1733124666,36.9799083,-1.4369016,53.0
1733124696,36.9799083,-1.4369016,53.0
1733124726,36.9799083,-1.4369016,53.0
1733124756,36.9799083,-1.4369016,53.0
1733124786,36.9799083,-1.4369016,53.0
1733124816,36.9799083,-1.4369016,53.0
1733124846,36.9799083,-1.4369016,53.0
1733124876,36.9799083,-1.4369016,53.0
1733124906,36.9799083,-1.4369016,53.0
1733124936,36.9799083,-1.4369016,53.0
1733124966,36.9799083,-1.4369016,53.0
1733124996,36.9799083,-1.4369016,53.0
1733125026,36.9799083,-1.4369016,53.0
1733125056,36.9799083,-1.4369016,53.0
1733125086,36.9799083,-1.4369016,53.0
1733125116,36.9799083,-1.4369016,53.0
1733125146,36.9799083,-1.4369016,53.0
1733125176,36.9799083,-1.4369016,53.0
1733125206,36.9799083,-1.4369016,53.0
1733125236,36.9799083,-1.4369016,53.0
1733125266,36.9799083,-1.4369016,53.0
1733125296,36.9799083,-1.4369016,53.0
1733125326,36.9799083,-1.4369016,53.0
1733125356,36.9799083,-1.4369016,53.0
1733125386,36.9799083,-1.4369016,53.0
1733125416,36.9799083,-1.4369016,53.0
1733125446,36.9799083,-1.4369016,53.0
1733125476,36.9799083,-1.4369016,53.0
1733125506,36.9799083,-1.4369016,53.0
1733125536,36.9799083,-1.4369016,53.0
1733125566,36.9799083,-1.4369016,53.0
1733125596,36.9799083,-1.4369016,53.0
1733125626,36.9799083,-1.4369016,53.0
1733125656,36.9799083,-1.4369016,53.0
1733125686,36.9799083,-1.4369016,53.0
1733125716,36.9799083,-1.4369016,53.0
1733125746,36.9799083,-1.4369016,53.0
1733125776,36.9799083,-1.4369016,53.0
1733125806,36.9799083,-1.4369016,53.0
1733125836,36.9799083,-1.4369016,53.0
1733125866,36.9799083,-1.4369016,53.0
1733125896,36.9799083,-1.4369016,53.0
1733125926,36.9799083,-1.4369016,53.0
1733125956,36.9799083,-1.4369016,53.0
1733125986,36.9799083,-1.4369016,53.0
1733126016,36.9799083,-1.4369016,53.0
1733126046,36.9799083,-1.4369016,53.0
1733126076,36.9799083,-1.4369016,53.0
1733126106,36.9799083,-1.4369016,53.0
1733126136,36.9799083,-1.4369016,53.0
1733126166,36.9799083,-1.4369016,53.0
1733126196,36.9799083,-1.4369016,53.0
1733126226,36.9799083,-1.4369016,53.0
1733126256,36.9799083,-1.4369016,53.0
1733126286,36.9799083,-1.4369016,53.0
1733126316,36.9799083,-1.4369016,53.0
1733126346,36.9799083,-1.4369016,53.0
1733126376,36.9799083,-1.4369016,53.0
1733126406,36.9799083,-1.4369016,53.0
1733126436,36.9799083,-1.4369016,53.0
1733126466,36.9799083,-1.4369016,53.0
1733126496,36.9799083,-1.4369016,53.0
1733126526,36.9799083,-1.4369016,53.0
1733126556,36.9799083,-1.4369016,53.0
1733126586,36.9799083,-1.4369016,53.0
1733126616,36.9799083,-1.4369016,53.0
1733126646,36.9799083,-1.4369016,53.0
1733126676,36.9799083,-1.4369016,53.0
1733126706,36.9799083,-1.4369016,53.0
1733126736,36.9799083,-1.4369016,53.0
1733126766,36.9799083,-1.4369016,53.0
1733126796,36.9799083,-1.4369016,53.0
1733126826,36.9799083,-1.4369016,53.0
1733126856,36.9799083,-1.4369016,53.0
1733126886,36.9799083,-1.4369016,53.0
1733126916,36.9799083,-1.4369016,53.0
1733126946,36.9799083,-1.4369016,53.0
1733126976,36.9799083,-1.4369016,53.0
1733127006,36.9799083,-1.4369016,53.0
1733127036,36.9799083,-1.4369016,53.0
1733127066,36.9799083,-1.4369016,53.0
1733127096,36.9799083,-1.4369016,53.0
1733127126,36.9799083,-1.4369016,53.0
1733127156,36.9799083,-1.4369016,53.0
1733127186,36.9799083,-1.4369016,53.0
1733127216,36.9799083,-1.4369016,53.0
1733127246,36.9799083,-1.4369016,53.0
1733127276,36.9799083,-1.4369016,53.0
1733127306,36.9799083,-1.4369016,53.0
1733127336,36.9799083,-1.4369016,53.0
1733127366,36.9799083,-1.4369016,53.0
1733127396,36.9799083,-1.4369016,53.0
1733127426,36.9799083,-1.4369016,53.0
1733127456,36.9799083,-1.4369016,53.0
1733127486,36.9799083,-1.4369016,53.0
1733127516,36.9799083,-1.4369016,53.0
1733127546,36.9799083,-1.4369016,53.0
1733127576,36.9799083,-1.4369016,53.0
1733127606,36.9799083,-1.4369016,53.0
1733127636,36.9799083,-1.4369016,53.0
1733127666,36.9799083,-1.4369016,53.0
1733127696,36.9799083,-1.4369016,53.0
1733127726,36.9799083,-1.4369016,53.0
1733127756,36.9799083,-1.4369016,53.0
1733127786,36.9799083,-1.4369016,53.0
1733127816,36.9799083,-1.4369016,53.0
1733127846,36.9799083,-1.4369016,53.0
1733127876,36.9799083,-1.4369016,53.0
1733127906,36.9799083,-1.4369016,53.0
1733127936,36.9799083,-1.4369016,53.0
1733127966,36.9799083,-1.4369016,53.0
1733127996,36.9799083,-1.4369016,53.0
1733128026,36.9799083,-1.4369016,53.0
1733128056,36.9799083,-1.4369016,53.0
1733128086,36.9799083,-1.4369016,53.0
1733128116,36.9799083,-1.4369016,53.0
1733128146,36.9799083,-1.4369016,53.0
1733128176,36.9799083,-1.4369016,53.0
1733128206,36.9799083,-1.4369016,53.0
1733128236,36.9799083,-1.4369016,53.0
1733128266,36.9799083,-1.4369016,53.0
1733128296,36.9799083,-1.4369016,53.0
1733128326,36.9799083,-1.4369016,53.0
1733128356,36.9799083,-1.4369016,53.0
1733128386,36.9799083,-1.4369016,53.0
1733128416,36.9799083,-1.4369016,53.0
1733128446,36.9799083,-1.4369016,53.0
1733128476,36.9799083,-1.4369016,53.0
1733128506,36.9799083,-1.4369016,53.0
1733128536,36.9799083,-1.4369016,53.0
1733128566,36.9799083,-1.4369016,53.0
1733128596,36.9799083,-1.4369016,53.0
1733128626,36.9799083,-1.4369016,53.0
1733128656,36.9799083,-1.4369016,53.0
1733128686,36.9799083,-1.4369016,53.0
1733128716,36.9799083,-1.4369016,53.0
1733128746,36.9799083,-1.4369016,53.0
1733128776,36.9799083,-1.4369016,53.0
1733128806,36.9799083,-1.4369016,53.0
1733128836,36.9799083,-1.4369016,53.0
1733128866,36.9799083,-1.4369016,53.0
1733128896,36.9799083,-1.4369016,53.0
1733128926,36.9799083,-1.4369016,53.0
1733128956,36.9799083,-1.4369016,53.0
1733128986,36.9799083,-1.4369016,53.0
1733129016,36.9799083,-1.4369016,53.0
1733129046,36.9799083,-1.4369016,53.0
1733129076,36.9799083,-1.4369016,53.0
1733129106,36.9799083,-1.4369016,53.0
1733129136,36.9799083,-1.4369016,53.0
1733129166,36.9799083,-1.4369016,53.0
1733129196,36.9799083,-1.4369016,53.0
1733129226,36.9799083,-1.4369016,53.0
1733129256,36.9799083,-1.4369016,53.0
1733129286,36.9799083,-1.4369016,53.0
1733129316,36.9799083,-1.4369016,53.0
1733129346,36.9799083,-1.4369016,53.0
1733129376,36.9799083,-1.4369016,53.0
1733129406,36.9799083,-1.4369016,53.0
1733129436,36.9799083,-1.4369016,53.0
1733129466,36.9799083,-1.4369016,53.0
1733129496,36.9799083,-1.4369016,53.0
1733129526,36.9799083,-1.4369016,53.0
1733129556,36.9799083,-1.4369016,53.0
1733129586,36.9799083,-1.4369016,53.0
1733129616,36.9799083,-1.4369016,53.0
1733129646,36.9799083,-1.4369016,53.0
1733129676,36.9799083,-1.4369016,53.0
1733129706,36.9799083,-1.4369016,53.0
1733129736,36.9799083,-1.4369016,53.0
1733129766,36.9799083,-1.4369016,53.0
1733129796,36.9799083,-1.4369016,53.0
1733129826,36.9799083,-1.4369016,53.0
1733129856,36.9799083,-1.4369016,53.0
1733129886,36.9799083,-1.4369016,53.0
1733129916,36.9799083,-1.4369016,53.0
1733129946,36.9799083,-1.4369016,53.0
1733129976,36.9799083,-1.4369016,53.0
1733130006,36.9799083,-1.4369016,53.0
1733130036,36.9799083,-1.4369016,53.0
1733130066,36.9799083,-1.4369016,53.0
1733130096,36.9799083,-1.4369016,53.0
1733130126,36.9799083,-1.4369016,53.0
1733130156,36.9799083,-1.4369016,53.0
1733130186,36.9799083,-1.4369016,53.0
1733130216,36.9799083,-1.4369016,53.0
1733130246,36.9799083,-1.4369016,53.0
1733130276,36.9799083,-1.4369016,53.0
1733130306,36.9799083,-1.4369016,53.0
1733130336,36.9799083,-1.4369016,53.0
1733130366,36.9799083,-1.4369016,53.0
1733130396,36.9799083,-1.4369016,53.0
1733130426,36.9799083,-1.4369016,53.0
1733130456,36.9799083,-1.4369016,53.0
1733130486,36.9799083,-1.4369016,53.0
1733130516,36.9799083,-1.4369016,53.0
1733130546,36.9799083,-1.4369016,53.0
1733130576,36.9799083,-1.4369016,53.0
1733130606,36.9799083,-1.4369016,53.0
1733130636,36.9799083,-1.4369016,53.0
1733130666,36.9799083,-1.4369016,53.0
1733130696,36.9799083,-1.4369016,53.0
1733130726,36.9799083,-1.4369016,53.0
1733130756,36.9799083,-1.4369016,53.0
1733130786,36.9799083,-1.4369016,53.0
1733130816,36.9799083,-1.4369016,53.0
1733130846,36.9799083,-1.4369016,53.0
1733130876,36.9799083,-1.4369016,53.0
1733130906,36.9799083,-1.4369016,53.0
1733130936,36.9799083,-1.4369016,53.0
1733130966,36.9799083,-1.4369016,53.0
1733130996,36.9799083,-1.4369016,53.0
1733131026,36.9799083,-1.4369016,53.0
1733131056,36.9799083,-1.4369016,53.0
1733131086,36.9799083,-1.4369016,53.0
1733131116,36.9799083,-1.4369016,53.0
1733131146,36.9799083,-1.4369016,53.0
1733131176,36.9799083,-1.4369016,53.0
1733131206,36.9799083,-1.4369016,53.0
1733131236,36.9799083,-1.4369016,53.0
1733131266,36.9799083,-1.4369016,53.0
1733131296,36.9799083,-1.4369016,53.0
1733131326,36.9799083,-1.4369016,53.0
1733131356,36.9799083,-1.4369016,53.0
1733131386,36.9799083,-1.4369016,53.0
1733131416,36.9799083,-1.4369016,53.0
1733131446,36.9799083,-1.4369016,53.0
1733131476,36.9799083,-1.4369016,53.0
1733131506,36.9799083,-1.4369016,53.0
1733131536,36.9799083,-1.4369016,53.0
1733131566,36.9799083,-1.4369016,53.0
1733131596,36.9799083,-1.4369016,53.0
1733131626,36.9799083,-1.4369016,53.0
1733131656,36.9799083,-1.4369016,53.0
1733131686,36.9799083,-1.4369016,53.0
1733131716,36.9799083,-1.4369016,53.0
1733131746,36.9799083,-1.4369016,53.0
1733131776,36.9799083,-1.4369016,53.0
1733131806,36.9799083,-1.4369016,53.0
1733131836,36.9799083,-1.4369016,53.0
1733131866,36.9799083,-1.4369016,53.0
1733131896,36.9799083,-1.4369016,53.0
1733131926,36.9799083,-1.4369016,53.0
1733131956,36.9799083,-1.4369016,53.0
1733131986,36.9799083,-1.4369016,53.0
1733132016,36.9799083,-1.4369016,53.0
1733132046,36.9799083,-1.4369016,53.0
1733132076,36.9799083,-1.4369016,53.0
1733132106,36.9799083,-1.4369016,53.0
1733132136,36.9799083,-1.4369016,53.0
1733132166,36.9799083,-1.4369016,53.0
1733132196,36.9799083,-1.4369016,53.0
1733132226,36.9799083,-1.4369016,53.0
1733132253,36.9799083,-1.4369016,53.0
1733132300,36.9798149,-1.4371383,198.0
1733132301,36.9798083,-1.437165,199.0
1733132306,36.979745,-1.4372666,206.0
1733132311,36.9796666,-1.4374133,202.0
1733132316,36.9796283,-1.4375616,194.0
1733132321,36.9796399,-1.4376033,176.0
1733132326,36.97965,-1.4376116,176.0
1733132331,36.97965,-1.4376116,176.0
1733132336,36.9797683,-1.4376849,112.0
1733132341,36.9799566,-1.43777,104.0
1733132346,36.980145,-1.43784,112.0
1733132351,36.9803716,-1.4379466,112.0
1733132356,36.9805316,-1.4380133,113.0
1733132361,36.9806183,-1.43811,181.0
1733132366,36.9805566,-1.4382733,208.0
1733132371,36.9804916,-1.4384616,196.0
1733132376,36.9804233,-1.4386016,203.0
1733132381,36.98039,-1.4387266,186.0
1733132386,36.9803433,-1.4388633,211.0
1733132391,36.98027,-1.4390083,205.0
1733132396,36.9802183,-1.439115,207.0
1733132401,36.98018,-1.4392099,198.0
1733132406,36.980105,-1.4393049,262.0
1733132411,36.979945,-1.439245,298.0
1733132416,36.9796883,-1.4391133,298.0
1733132421,36.97947,-1.4390116,299.0
1733132426,36.979285,-1.43892,292.0
1733132431,36.9790133,-1.4387883,298.0
1733132436,36.9788116,-1.43866,296.0
1733132441,36.978625,-1.4385983,289.0
1733132446,36.9782883,-1.4384483,295.0
1733132451,36.977935,-1.4382833,293.0
1733132456,36.9775499,-1.4381083,296.0
1733132461,36.9771583,-1.4379199,296.0
1733132466,36.9768116,-1.4377316,298.0
1733132471,36.9766316,-1.4376516,299.0
1733132476,36.9765633,-1.4375916,325.0
1733132481,36.9765133,-1.4374416,358.0
1733132486,36.9765483,-1.4373116,24.0
1733132491,36.97658,-1.4372533,29.0
1733132496,36.97659,-1.4372349,29.0
1733132501,36.97659,-1.4372349,29.0
1733132506,36.97659,-1.4372349,29.0
1733132511,36.97659,-1.4372349,29.0
1733132516,36.97659,-1.4372349,29.0
1733132521,36.97659,-1.4372349,29.0
1733132526,36.97659,-1.4372349,29.0
1733132531,36.97659,-1.4372349,29.0
1733132536,36.97659,-1.4372349,29.0
1733132541,36.97659,-1.4372349,29.0
1733132546,36.97659,-1.4372349,29.0
1733132551,36.97659,-1.4372349,29.0
1733132556,36.97659,-1.4372349,29.0
1733132561,36.97659,-1.4372349,29.0
1733132566,36.97659,-1.4372349,29.0
1733132571,36.97659,-1.4372349,29.0
1733132576,36.97659,-1.4372349,29.0
1733132581,36.97659,-1.4372349,29.0
1733132586,36.97659,-1.4372349,29.0
1733132591,36.97659,-1.4372349,29.0
1733132596,36.97659,-1.4372349,29.0
1733132601,36.97659,-1.4372349,29.0
1733132606,36.97659,-1.4372349,29.0
1733132611,36.97659,-1.4372349,29.0
1733132616,36.97659,-1.4372349,29.0
1733132621,36.97659,-1.4372349,29.0
1733132626,36.97659,-1.4372349,29.0
1733132631,36.97659,-1.4372349,29.0
1733132636,36.97659,-1.4372349,29.0
1733132641,36.97659,-1.4372349,29.0
1733132646,36.97659,-1.4372349,29.0
1733132651,36.97659,-1.4372349,29.0
1733132656,36.97659,-1.4372349,29.0
1733132661,36.97659,-1.4372349,29.0
1733132666,36.97659,-1.4372349,29.0
1733132671,36.97659,-1.4372349,29.0
1733132676,36.97659,-1.4372349,29.0
1733132681,36.97659,-1.4372349,29.0
1733132686,36.97659,-1.4372349,29.0
1733132691,36.97659,-1.4372349,29.0
1733132696,36.97659,-1.4372349,29.0
1733132701,36.97659,-1.4372349,29.0
1733132706,36.97659,-1.4372349,29.0
1733132711,36.97659,-1.4372349,29.0
1733132716,36.97659,-1.4372349,29.0
1733132721,36.97659,-1.4372349,29.0
1733132726,36.97659,-1.4372349,29.0
1733132731,36.97659,-1.4372349,29.0
1733132736,36.97659,-1.4372349,29.0
1733132741,36.97659,-1.4372349,29.0
1733132746,36.97659,-1.4372349,29.0
1733132751,36.97659,-1.4372349,29.0
1733132756,36.97659,-1.4372349,29.0
1733132761,36.97659,-1.4372349,29.0
1733132766,36.97659,-1.4372349,29.0
1733132771,36.97659,-1.4372349,29.0
1733132776,36.97659,-1.4372349,29.0
1733132781,36.97659,-1.4372349,29.0
1733132786,36.97659,-1.4372349,29.0
1733132791,36.97659,-1.4372349,29.0
1733132796,36.97659,-1.4372349,29.0
1733132801,36.97659,-1.4372349,29.0
1733132806,36.97659,-1.4372349,29.0
1733132811,36.97659,-1.4372349,29.0
1733132816,36.97659,-1.4372349,29.0
1733132821,36.97659,-1.4372349,29.0
1733132826,36.97659,-1.4372349,29.0
1733132831,36.97659,-1.4372349,29.0
1733132836,36.97659,-1.4372349,29.0
1733132841,36.97659,-1.4372349,29.0
1733132846,36.97659,-1.4372349,29.0
1733132851,36.97659,-1.4372349,29.0
1733132856,36.97659,-1.4372349,29.0
1733132861,36.97659,-1.4372349,29.0
1733132866,36.97659,-1.4372349,29.0
1733132871,36.97659,-1.4372349,29.0
1733132876,36.97659,-1.4372349,29.0
1733132881,36.97659,-1.4372349,29.0
1733132886,36.97659,-1.4372349,29.0
1733132891,36.97659,-1.4372349,29.0
1733132896,36.97659,-1.4372349,29.0
1733132901,36.97659,-1.4372349,29.0
1733132906,36.97659,-1.4372349,29.0
1733132911,36.97659,-1.4372349,29.0
1733132916,36.97659,-1.4372349,29.0
1733132921,36.97659,-1.4372349,29.0
1733132926,36.97659,-1.4372349,29.0
1733132931,36.97659,-1.4372349,207.0
1733132936,36.9765766,-1.4372716,189.0
1733132941,36.9765766,-1.4372716,342.0
1733132946,36.9765233,-1.4371916,300.0
1733132951,36.976435,-1.4371433,253.0
1733132956,36.9763266,-1.4372316,220.0
1733132961,36.9762016,-1.4373366,248.0
1733132966,36.9760666,-1.4373316,296.0
1733132971,36.9757733,-1.43719,292.0
1733132976,36.9753916,-1.4370266,295.0
1733132981,36.9749916,-1.436825,297.0
1733132986,36.9745566,-1.4366033,298.0
1733132991,36.9741449,-1.436385,297.0
1733132996,36.9736949,-1.4361483,297.0
1733133001,36.9733516,-1.4359833,296.0
1733133006,36.9730233,-1.435825,293.0
1733133011,36.9727483,-1.435675,299.0
1733133016,36.9726133,-1.4356299,259.0
1733133021,36.972565,-1.43564,253.0
1733133026,36.972565,-1.43564,253.0
1733133031,36.972565,-1.43564,253.0
1733133036,36.972565,-1.43564,253.0
1733133041,36.972565,-1.43564,253.0
1733133046,36.97251,-1.4356766,219.0
1733133051,36.9722583,-1.4357666,283.0
1733133056,36.9719183,-1.4356416,291.0
1733133061,36.9715566,-1.4354983,287.0
1733133066,36.970955,-1.4353033,290.0
1733133071,36.9703316,-1.43509,290.0
1733133076,36.9696966,-1.43482,293.0
1733133081,36.9690633,-1.4345483,293.0
1733133086,36.968605,-1.4343333,292.0
1733133091,36.96809,-1.4342033,266.0
1733133096,36.9675883,-1.4344683,233.0
1733133101,36.9673366,-1.43466,236.0
1733133106,36.9671533,-1.4347433,244.0
1733133111,36.967,-1.4348333,231.0
1733133116,36.9668649,-1.4349816,214.0
1733133121,36.9667533,-1.4351966,204.0
1733133126,36.9667083,-1.43534,193.0
1733133131,36.966675,-1.4355349,185.0
1733133136,36.966675,-1.4358066,169.0
1733133141,36.9666949,-1.4361483,178.0
1733133146,36.9667166,-1.4366166,174.0
1733133151,36.9667866,-1.4370449,171.0
1733133156,36.9668349,-1.4373266,163.0
1733133161,36.9668783,-1.4375033,164.0
1733133166,36.9669183,-1.43766,166.0
1733133171,36.9669666,-1.4378466,165.0
1733133176,36.9670149,-1.4380116,162.0
1733133181,36.9670883,-1.4382233,160.0
1733133186,36.9672033,-1.4385066,156.0
1733133191,36.9673583,-1.4387933,150.0
1733133196,36.9675666,-1.439105,144.0
1733133201,36.9678083,-1.4394366,144.0
1733133206,36.9680483,-1.4397533,141.0
1733133211,36.9683583,-1.4402233,152.0
1733133216,36.968575,-1.4408366,164.0
1733133221,36.9686716,-1.4413316,174.0
1733133226,36.9686216,-1.441845,184.0
1733133231,36.968565,-1.4423949,186.0
1733133236,36.9685233,-1.44296,186.0
1733133241,36.9684516,-1.443535,186.0
1733133246,36.9683733,-1.44412,186.0
